zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,year,month,day,latitude,longitutde
98032,1,1.0,Never,Never,Never,Just Once,Rarely,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Threat,Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Female,40,3,White,Associate's / Bachelor's,< $40K,Yes,Suburban,0.8790747,2019,5,23,47.391942,-122.257192
98007,1,3.0,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Illegal,Not Sure,Illegal,Legal,Not Sure,Illegal,Not Sure,Not Sure,Illegal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,62,4,White,Some College,$40K - $80K,No,Suburban,0.739583363,2019,5,23,47.613825,-122.144365
98052,2,,Rarely,Never,Rarely,Rarely,Rarely,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Female,32,2,Asian,Master's Or Higher,$80K - $120K,Yes,Urban,0.768470443,2019,5,23,47.68099,-122.120531
98136,1,1.0,Never,Never,Never,Just Once,Fairly Often,Somewhat Unacceptable,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Threat,Very Serious Threat,Threat,Not a Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Not Sure,Illegal,Illegal,Legal,Legal,Illegal,Very Unlikely,Very Unlikely,Very Likely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Female,26,2,White,Associate's / Bachelor's,< $40K,Yes,Urban,0.88437144,2019,5,23,47.536464,-122.394409
98103,1,3.0,Never,Never,Never,Never,Never,Somewhat Acceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Not Sure,Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Legal,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Female,44,3,White,Master's Or Higher,> $160K,Yes,Urban,1.169169351,2019,5,23,47.678255,-122.338152
98119,2,,Regularly,Regularly,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Illegal,Legal,Illegal,Legal,Legal,Illegal,Legal,Legal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,50,4,White,Master's Or Higher,$40K - $80K,No,Urban,0.570317959,2019,5,23,47.638679,-122.370946
98168,1,1.0,Fairly Often,Rarely,Regularly,Regularly,Never,Completely Accptable,Completely Accptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Not At All a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Legal,Legal,Legal,Legal,Legal,Legal,Illegal,Illegal,Legal,Legal,Illegal,Very Likely,Very Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Female,32,2,White,High School,< $40K,Yes,Suburban,0.88437144,2019,5,23,47.489569,-122.29996
98117,1,3.0,Rarely,Just Once,Just Once,Rarely,Just Once,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Male,47,3,White,Master's Or Higher,$40K - $80K,Yes,Urban,0.570317959,2019,5,23,47.687761,-122.38487
98003,2,,Never,Never,Never,Never,Fairly Often,Completely Unacceptable,Completely Accptable,Completely Unacceptable,Completely Accptable,Somewhat Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Threat,Not Sure,Legal,Illegal,Not Sure,Illegal,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Legal,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Female,20,2,Other,High School,< $40K,No,Suburban,0.733350064,2019,5,23,47.304801,-122.316969
98125,1,1.0,Never,Never,Never,Fairly Often,Fairly Often,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,Not a Threat,Threat,Very Serious Threat,Not a Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Not Sure,Not Sure,Legal,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Female,39,3,White,Some College,< $40K,No,Urban,0.8790747,2019,5,23,47.716513,-122.295829
98122,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Not Sure,Legal,Illegal,Illegal,Illegal,Illegal,Not Sure,Not Sure,Illegal,Illegal,Illegal,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Male,62,4,White,Associate's / Bachelor's,< $40K,No,Urban,0.591110627,2019,5,23,47.611046,-122.293207
98116,1,1.0,Regularly,Regularly,Regularly,Regularly,Regularly,Completely Accptable,Completely Accptable,Completely Accptable,Somewhat Unacceptable,Completely Accptable,Not At All a Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Illegal,Legal,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Likely,Somewhat Unlikely,Very Likely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Male,25,2,Hispanic,High School,$80K - $120K,Yes,Suburban,0.599510938,2019,5,23,47.574245,-122.400222
98027,1,1.0,Rarely,Never,Never,Regularly,Fairly Often,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Not Sure,Not a Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Illegal,Legal,Legal,Legal,Legal,Legal,Illegal,Not Sure,Illegal,Illegal,Legal,Legal,Illegal,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Female,30,2,Hispanic,Associate's / Bachelor's,$40K - $80K,Yes,Urban,0.339316757,2019,5,23,47.493732,-121.998724
98125,1,3.0,Never,Never,Never,Rarely,Rarely,Somewhat Unacceptable,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,Illegal,Illegal,Illegal,Not Sure,Legal,Illegal,Legal,Illegal,Legal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Likely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,24,2,White,Associate's / Bachelor's,< $40K,Yes,Rural,0.868561638,2019,5,23,47.716513,-122.295829
98146,1,1.0,Never,Never,Never,Fairly Often,Never,Somewhat Unacceptable,Completely Accptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Threat,Very Serious Threat,Not a Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Female,36,3,White,Associate's / Bachelor's,$120 - $160K,Yes,Urban,1.098843375,2019,5,23,47.500058,-122.357848
98133,1,1.0,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,Not Sure,Illegal,Not Sure,Not Sure,Not Sure,Not Sure,Illegal,Not Sure,Illegal,Not Sure,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Male,64,4,White,Some College,< $40K,Yes,Urban,0.591110627,2019,5,23,47.740485,-122.342826
98102,1,1.0,Never,Never,Rarely,Rarely,Fairly Often,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Acceptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Legal,Legal,Illegal,Somewhat Likely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Very Unlikely,Somewhat Unlikely,Very Unlikely,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Female,47,3,White,Associate's / Bachelor's,< $40K,Yes,Urban,0.82476849,2019,5,23,47.63714,-122.321891
98391,1,1.0,Rarely,Just Once,Just Once,Fairly Often,Rarely,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Not Sure,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not Sure,Legal,Illegal,Not Sure,Not Sure,Not Sure,Not Sure,Legal,Not Sure,Not Sure,Legal,Not Sure,Not Sure,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,57,4,White,Associate's / Bachelor's,$40K - $80K,Yes,Suburban,0.739583363,2019,5,23,47.177102,-122.166177
98007,2,,Fairly Often,Never,Never,Fairly Often,Rarely,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Illegal,Legal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,43,3,Asian,Associate's / Bachelor's,$80K - $120K,Yes,Suburban,0.754630752,2019,5,23,47.613825,-122.144365
98032,1,1.0,Fairly Often,Rarely,Rarely,Regularly,Regularly,Completely Unacceptable,Completely Accptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not At All a Threat,Threat,Not Sure,Not Sure,Illegal,Illegal,Illegal,Not Sure,Illegal,Not Sure,Illegal,Illegal,Not Sure,Not Sure,Illegal,Somewhat Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Female,33,2,White,High School,$40K - $80K,Yes,Urban,0.716340867,2019,5,23,47.391942,-122.257192
98122,2,,Never,Never,Never,Never,Never,Somewhat Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Not a Threat,Very Serious Threat,Threat,Not a Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Not Sure,Not Sure,Legal,Legal,Not Sure,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Female,36,3,White,Associate's / Bachelor's,$40K - $80K,Yes,Urban,0.712050507,2019,5,23,47.611046,-122.293207
98122,2,,Regularly,Never,Never,Never,Never,Completely Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Not Sure,Legal,Illegal,Illegal,Illegal,Legal,Not Sure,Illegal,Not Sure,Illegal,Not Sure,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Likely,Very Likely,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Female,66,5,White,Some College,< $40K,No,Urban,0.909709492,2019,5,23,47.611046,-122.293207
98058,2,,Never,Never,Just Once,Fairly Often,Regularly,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Acceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not Sure,Not Sure,Legal,Illegal,Illegal,Illegal,Not Sure,Not Sure,Not Sure,Illegal,Illegal,Legal,Legal,Not Sure,Very Unlikely,Very Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Female,28,2,Hispanic,High School,< $40K,No,Rural,0.418909577,2019,5,23,47.442737,-122.123973
98112,1,3.0,Never,Never,Rarely,Rarely,Never,Somewhat Unacceptable,Completely Accptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Not Sure,Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Not Sure,Not Sure,Illegal,Illegal,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Female,27,2,White,Associate's / Bachelor's,$40K - $80K,Yes,Urban,0.716340867,2019,5,23,47.63281,-122.288511
98133,2,,Never,Never,Never,Rarely,Rarely,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Acceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Not Sure,Legal,Illegal,Illegal,Legal,Legal,Legal,Illegal,Legal,Legal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Female,19,2,Hispanic,High School,< $40K,No,Urban,0.315194627,2019,5,23,47.740485,-122.342826
98038,1,1.0,Rarely,Rarely,Never,Regularly,Fairly Often,Somewhat Unacceptable,Somewhat Acceptable,Completely Accptable,Completely Accptable,Completely Accptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Not Sure,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Female,47,3,White,Some College,$120 - $160K,Yes,Suburban,1.030960612,2019,5,23,47.419378,-121.958008
98042,1,1.0,Rarely,Never,Rarely,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Likely,Somewhat Likely,Not Sure,Very Likely,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Male,17,1,White,Some College,$120 - $160K,Yes,Suburban,1.535327585,2019,5,23,47.367737,-122.117029
98102,1,1.0,Rarely,Fairly Often,Fairly Often,Never,Fairly Often,Somewhat Unacceptable,Completely Accptable,Somewhat Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Not At All a Threat,Very Serious Threat,Illegal,Legal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Legal,Illegal,Illegal,Very Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Female,25,2,White,High School,$80K - $120K,Yes,Urban,0.88437144,2019,5,23,47.63714,-122.321891
98002,1,1.0,Rarely,Rarely,Rarely,Rarely,Just Once,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Not At All a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Not Sure,Not Sure,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Male,27,2,White,High School,$40K - $80K,Yes,Urban,1.23245716,2019,5,23,47.308286,-122.216812
98108,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Not Sure,Legal,Illegal,Not Sure,Illegal,Not Sure,Legal,Not Sure,Legal,Legal,Legal,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Female,41,3,White,High School,< $40K,No,Urban,0.8790747,2019,5,23,47.534862,-122.305794
98102,1,1.0,Regularly,Regularly,Regularly,Fairly Often,Rarely,Completely Accptable,Somewhat Acceptable,Somewhat Acceptable,Completely Accptable,Somewhat Acceptable,Very Serious Threat,Threat,Not a Threat,Not a Threat,Threat,Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Legal,Illegal,Illegal,Legal,Illegal,Legal,Legal,Legal,Legal,Legal,Illegal,Legal,Legal,Very Likely,Somewhat Likely,Very Likely,Very Likely,Very Likely,Somewhat Likely,Somewhat Likely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,40,3,White,Master's Or Higher,$120 - $160K,Yes,Urban,0.990756567,2019,5,23,47.63714,-122.321891
98032,1,1.0,Fairly Often,Fairly Often,Rarely,Fairly Often,Fairly Often,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,Threat,Very Serious Threat,Threat,Not a Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Not At All a Threat,Not a Threat,Legal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Somewhat Likely,Somewhat Likely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Very Unlikely,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Male,30,2,White,Associate's / Bachelor's,< $40K,Yes,Suburban,1.52155205,2019,5,23,47.391942,-122.257192
